metric_or_field_id,display_name,catalog_group,state_group,primary_embedding_target,feature_type,observation_window,required_raw_datapoints,recommended_raw_table,recommended_feature_table,recommended_serving_table,candidate_supervised_heads,model_component,mapped_models,signal_shape_inferred,definition
wireless.pre_survey_scope_validation.avg_duration_min.job_level,pre survey scope validation avg duration min,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,duration_latency,single technician-on-job normalized at closeout,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | step_start_timestamp | step_end_timestamp | actual_step_duration_min,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,Wireless: Average duration spent in this step family. Step family = pre survey scope validation. Single assignment or visit value normalized at closeout.
wireless.pre_survey_scope_validation.avg_duration_min.rolling_90d,pre survey scope validation avg duration min,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,duration_latency,trailing 90 day technician state with recency weighting,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | step_start_timestamp | step_end_timestamp | actual_step_duration_min,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,Wireless: Average duration spent in this step family. Step family = pre survey scope validation. Rolling 90-day domain skill signal with recency weighting.
wireless.pre_survey_scope_validation.on_plan_rate.job_level,pre survey scope validation on plan rate,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | planned_step_duration_min | actual_step_duration_min,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,Wireless: Rate of finishing this step family within plan. Step family = pre survey scope validation. Single assignment or visit value normalized at closeout.
wireless.pre_survey_scope_validation.on_plan_rate.rolling_90d,pre survey scope validation on plan rate,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | planned_step_duration_min | actual_step_duration_min,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,Wireless: Rate of finishing this step family within plan. Step family = pre survey scope validation. Rolling 90-day domain skill signal with recency weighting.
wireless.pre_survey_scope_validation.first_pass_rate.job_level,pre survey scope validation first pass rate,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | first_pass_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,Wireless: Rate of passing this step family on first attempt/review. Step family = pre survey scope validation. Single assignment or visit value normalized at closeout.
wireless.pre_survey_scope_validation.first_pass_rate.rolling_90d,pre survey scope validation first pass rate,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | first_pass_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,Wireless: Rate of passing this step family on first attempt/review. Step family = pre survey scope validation. Rolling 90-day domain skill signal with recency weighting.
wireless.pre_survey_scope_validation.defect_or_exception_rate.job_level,pre survey scope validation defect or exception rate,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | defect_flag | defect_count,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,"Wireless: Rate of defects, misses, or exceptions produced in this step family. Step family = pre survey scope validation. Single assignment or visit value normalized at closeout."
wireless.pre_survey_scope_validation.defect_or_exception_rate.rolling_90d,pre survey scope validation defect or exception rate,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | defect_flag | defect_count,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,"Wireless: Rate of defects, misses, or exceptions produced in this step family. Step family = pre survey scope validation. Rolling 90-day domain skill signal with recency weighting."
wireless.pre_survey_scope_validation.evidence_complete_rate.job_level,pre survey scope validation evidence complete rate,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | evidence_complete_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,Wireless: Rate of submitting the required evidence or artifacts for this step family. Step family = pre survey scope validation. Single assignment or visit value normalized at closeout.
wireless.pre_survey_scope_validation.evidence_complete_rate.rolling_90d,pre survey scope validation evidence complete rate,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | evidence_complete_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,Wireless: Rate of submitting the required evidence or artifacts for this step family. Step family = pre survey scope validation. Rolling 90-day domain skill signal with recency weighting.
wireless.pre_survey_scope_validation.rework_rate.job_level,pre survey scope validation rework rate,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | rework_flag | rework_cycle_count,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,Wireless: Rate of rework or revisit generated by this step family. Step family = pre survey scope validation. Single assignment or visit value normalized at closeout.
wireless.pre_survey_scope_validation.rework_rate.rolling_90d,pre survey scope validation rework rate,domain_operational_metric,domain_state,D_WIRELESS_SCOPE_READINESS,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | runbook_version | required_docs_opened_flag | bom_review_flag | risk_flag_ack_flag | customer_notes_review_flag | site_constraint_ack_flag | step_sequence_preview_flag | rework_flag | rework_cycle_count,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),scope_match | start_readiness | scope_deviation_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,semi_structured_or_text,Wireless: Rate of rework or revisit generated by this step family. Step family = pre survey scope validation. Rolling 90-day domain skill signal with recency weighting.
wireless.rf_site_survey.execution_count.job_level,rf site survey execution count,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,job_level_signal,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | execution_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Number of times this step family was executed. Step family = rf site survey. Single assignment or visit value normalized at closeout.
wireless.rf_site_survey.execution_count.rolling_90d,rf site survey execution count,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,windowed_aggregate,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | execution_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Number of times this step family was executed. Step family = rf site survey. Rolling 90-day domain skill signal with recency weighting.
wireless.rf_site_survey.avg_duration_min.job_level,rf site survey avg duration min,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,duration_latency,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Average duration spent in this step family. Step family = rf site survey. Single assignment or visit value normalized at closeout.
wireless.rf_site_survey.avg_duration_min.rolling_90d,rf site survey avg duration min,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,duration_latency,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Average duration spent in this step family. Step family = rf site survey. Rolling 90-day domain skill signal with recency weighting.
wireless.rf_site_survey.on_plan_rate.job_level,rf site survey on plan rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of finishing this step family within plan. Step family = rf site survey. Single assignment or visit value normalized at closeout.
wireless.rf_site_survey.on_plan_rate.rolling_90d,rf site survey on plan rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of finishing this step family within plan. Step family = rf site survey. Rolling 90-day domain skill signal with recency weighting.
wireless.rf_site_survey.first_pass_rate.job_level,rf site survey first pass rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | first_pass_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of passing this step family on first attempt/review. Step family = rf site survey. Single assignment or visit value normalized at closeout.
wireless.rf_site_survey.first_pass_rate.rolling_90d,rf site survey first pass rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | first_pass_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of passing this step family on first attempt/review. Step family = rf site survey. Rolling 90-day domain skill signal with recency weighting.
wireless.rf_site_survey.defect_or_exception_rate.job_level,rf site survey defect or exception rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | defect_flag | defect_count,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,"Wireless: Rate of defects, misses, or exceptions produced in this step family. Step family = rf site survey. Single assignment or visit value normalized at closeout."
wireless.rf_site_survey.defect_or_exception_rate.rolling_90d,rf site survey defect or exception rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | defect_flag | defect_count,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,"Wireless: Rate of defects, misses, or exceptions produced in this step family. Step family = rf site survey. Rolling 90-day domain skill signal with recency weighting."
wireless.rf_site_survey.evidence_complete_rate.job_level,rf site survey evidence complete rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | evidence_complete_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of submitting the required evidence or artifacts for this step family. Step family = rf site survey. Single assignment or visit value normalized at closeout.
wireless.rf_site_survey.evidence_complete_rate.rolling_90d,rf site survey evidence complete rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | evidence_complete_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of submitting the required evidence or artifacts for this step family. Step family = rf site survey. Rolling 90-day domain skill signal with recency weighting.
wireless.rf_site_survey.rework_rate.job_level,rf site survey rework rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | rework_cycle_count,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of rework or revisit generated by this step family. Step family = rf site survey. Single assignment or visit value normalized at closeout.
wireless.rf_site_survey.rework_rate.rolling_90d,rf site survey rework rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | rework_cycle_count,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Access Delay / Site Friction Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of rework or revisit generated by this step family. Step family = rf site survey. Rolling 90-day domain skill signal with recency weighting.
wireless.ap_mount_install.execution_count.job_level,ap mount install execution count,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,job_level_signal,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | execution_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Number of times this step family was executed. Step family = ap mount install. Single assignment or visit value normalized at closeout.
wireless.ap_mount_install.execution_count.rolling_90d,ap mount install execution count,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,windowed_aggregate,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | execution_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Number of times this step family was executed. Step family = ap mount install. Rolling 90-day domain skill signal with recency weighting.
wireless.ap_mount_install.avg_duration_min.job_level,ap mount install avg duration min,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,duration_latency,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Average duration spent in this step family. Step family = ap mount install. Single assignment or visit value normalized at closeout.
wireless.ap_mount_install.avg_duration_min.rolling_90d,ap mount install avg duration min,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,duration_latency,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Average duration spent in this step family. Step family = ap mount install. Rolling 90-day domain skill signal with recency weighting.
wireless.ap_mount_install.on_plan_rate.job_level,ap mount install on plan rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of finishing this step family within plan. Step family = ap mount install. Single assignment or visit value normalized at closeout.
wireless.ap_mount_install.on_plan_rate.rolling_90d,ap mount install on plan rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of finishing this step family within plan. Step family = ap mount install. Rolling 90-day domain skill signal with recency weighting.
wireless.ap_mount_install.first_pass_rate.job_level,ap mount install first pass rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | first_pass_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of passing this step family on first attempt/review. Step family = ap mount install. Single assignment or visit value normalized at closeout.
wireless.ap_mount_install.first_pass_rate.rolling_90d,ap mount install first pass rate,domain_operational_metric,domain_state,D_WIRELESS_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | first_pass_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,structured,Wireless: Rate of passing this step family on first attempt/review. Step family = ap mount install. Rolling 90-day domain skill signal with recency weighting.
